,word
4529,赶
4530,起
4531,起来
4532,起见
4533,趁
4534,趁着
4535,越是
4536,跟
4537,转动
4538,转变
4539,转贴
4540,较
4541,较之
4542,边
4543,达到
4544,迅速
4545,过
4546,过去
4547,过来
4548,运用
4549,还是
4550,还有
4551,这
4552,这个
4553,这么
4554,这么些
4555,这么样
4556,这么点儿
4557,这些
4558,这会儿
4559,这儿
4560,这就是说
4561,这时
4562,这样
4563,这点
4564,这种
4565,这边
4566,这里
4567,这麽
4568,进入
4569,进步
4570,进而
4571,进行
4572,连
4573,连同
4574,适应
4575,适当
4576,适用
4577,逐步
4578,逐渐
4579,通常
4580,通过
4581,造成
4582,遇到
4583,遭到
4584,避免
4585,那
4586,那个
4587,那么
4588,那么些
4589,那么样
4590,那些
4591,那会儿
4592,那儿
4593,那时
4594,那样
4595,那边
4596,那里
4597,那麽
4598,部分
4599,鄙人
4600,采取
4601,里面
4602,重大
4603,重新
4604,重要
4605,鉴于
4606,问题
4607,防止
4608,阿
4609,附近
4610,限制
4611,除
4612,除了
4613,除此之外
4614,除非
4615,随
4616,随着
4617,随著
4618,集中
4619,需要
4620,非但
4621,非常
4622,非徒
4623,靠
4624,顺
4625,顺着
4626,首先
4627,高兴
4628,是不是
4629,说说
4630,","
4631,?
4632,、
4633,。
4634,“
4635,”
4636,《
4637,》
4638,！
4639,，
4640,：
4641,；
4642,？
4643,人民
4644,末##末
4645,啊
4646,阿
4647,哎
4648,哎呀
4649,哎哟
4650,唉
4651,俺
4652,俺们
4653,按
4654,按照
4655,吧
4656,吧哒
4657,把
4658,罢了
4659,被
4660,本
4661,本着
4662,比
4663,比方
4664,比如
4665,鄙人
4666,彼
4667,彼此
4668,边
4669,别
4670,别的
4671,别说
4672,并
4673,并且
4674,不比
4675,不成
4676,不单
4677,不但
4678,不独
4679,不管
4680,不光
4681,不过
4682,不仅
4683,不拘
4684,不论
4685,不怕
4686,不然
4687,不如
4688,不特
4689,不惟
4690,不问
4691,不只
4692,朝
4693,朝着
4694,趁
4695,趁着
4696,乘
4697,冲
4698,除
4699,除此之外
4700,除非
4701,除了
4702,此
4703,此间
4704,此外
4705,从
4706,从而
4707,打
4708,待
4709,但
4710,但是
4711,当
4712,当着
4713,到
4714,得
4715,的
4716,的话
4717,等
4718,等等
4719,地
4720,第
4721,叮咚
4722,对
4723,对于
4724,多
4725,多少
4726,而
4727,而况
4728,而且
4729,而是
4730,而外
4731,而言
4732,而已
4733,尔后
4734,反过来
4735,反过来说
4736,反之
4737,非但
4738,非徒
4739,否则
4740,嘎
4741,嘎登
4742,该
4743,赶
4744,个
4745,各
4746,各个
4747,各位
4748,各种
4749,各自
4750,给
4751,根据
4752,跟
4753,故
4754,故此
4755,固然
4756,关于
4757,管
4758,归
4759,果然
4760,果真
4761,过
4762,哈
4763,哈哈
4764,呵
4765,和
4766,何
4767,何处
4768,何况
4769,何时
4770,嘿
4771,哼
4772,哼唷
4773,呼哧
4774,乎
4775,哗
4776,还是
4777,还有
4778,换句话说
4779,换言之
4780,或
4781,或是
4782,或者
4783,极了
4784,及
4785,及其
4786,及至
4787,即
4788,即便
4789,即或
4790,即令
4791,即若
4792,即使
4793,几
4794,几时
4795,己
4796,既
4797,既然
4798,既是
4799,继而
4800,加之
4801,假如
4802,假若
4803,假使
4804,鉴于
4805,将
4806,较
4807,较之
4808,叫
4809,接着
4810,结果
4811,借
4812,紧接着
4813,进而
4814,尽
4815,尽管
4816,经
4817,经过
4818,就
4819,就是
4820,就是说
4821,据
4822,具体地说
4823,具体说来
4824,开始
4825,开外
4826,靠
4827,咳
4828,可
4829,可见
4830,可是
4831,可以
4832,况且
4833,啦
4834,来
4835,来着
4836,离
4837,例如
4838,哩
4839,连
4840,连同
4841,两者
4842,了
4843,临
4844,另
4845,另外
4846,另一方面
4847,论
4848,嘛
4849,吗
4850,慢说
4851,漫说
4852,冒
4853,么
4854,每
4855,每当
4856,们
4857,莫若
4858,某
4859,某个
4860,某些
4861,拿
4862,哪
4863,哪边
4864,哪儿
4865,哪个
4866,哪里
4867,哪年
4868,哪怕
4869,哪天
4870,哪些
4871,哪样
4872,那
4873,那边
4874,那儿
4875,那个
4876,那会儿
4877,那里
4878,那么
4879,那么些
4880,那么样
4881,那时
4882,那些
4883,那样
4884,乃
4885,乃至
4886,呢
4887,能
4888,你
4889,你们
4890,您
4891,宁
4892,宁可
4893,宁肯
4894,宁愿
4895,哦
4896,呕
4897,啪达
4898,旁人
4899,呸
4900,凭
4901,凭借
4902,其
4903,其次
4904,其二
4905,其他
4906,其它
4907,其一
4908,其余
4909,其中
4910,起
4911,起见
4912,岂但
4913,恰恰相反
4914,前后
4915,前者
4916,且
4917,然而
4918,然后
4919,然则
4920,让
4921,人家
4922,任
4923,任何
4924,任凭
4925,如
4926,如此
4927,如果
4928,如何
4929,如其
4930,如若
4931,如上所述
4932,若
4933,若非
4934,若是
4935,啥
4936,上下
4937,尚且
4938,设若
4939,设使
4940,甚而
4941,甚么
4942,甚至
4943,省得
4944,时候
4945,什么
4946,什么样
4947,使得
4948,是
4949,是的
4950,首先
4951,谁
4952,谁知
4953,顺
4954,顺着
4955,似的
4956,虽
4957,虽然
4958,虽说
4959,虽则
4960,随
4961,随着
4962,所
4963,所以
4964,他
4965,他们
4966,他人
4967,它
4968,它们
4969,她
4970,她们
4971,倘
4972,倘或
4973,倘然
4974,倘若
4975,倘使
4976,腾
4977,替
4978,通过
4979,同
4980,同时
4981,哇
4982,万一
4983,往
4984,望
4985,为
4986,为何
4987,为了
4988,为什么
4989,为着
4990,喂
4991,嗡嗡
4992,我
4993,我们
4994,呜
4995,呜呼
4996,乌乎
4997,无论
4998,无宁
4999,毋宁
5000,嘻
5001,吓
5002,相对而言
5003,像
5004,向
5005,向着
5006,嘘
5007,呀
5008,焉
5009,沿
5010,沿着
5011,要
5012,要不
5013,要不然
5014,要不是
5015,要么
5016,要是
5017,也
5018,也罢
5019,也好
5020,一
5021,一般
5022,一旦
5023,一方面
5024,一来
5025,一切
5026,一样
5027,一则
5028,依
5029,依照
5030,矣
5031,以
5032,以便
5033,以及
5034,以免
5035,以至
5036,以至于
5037,以致
5038,抑或
5039,因
5040,因此
5041,因而
5042,因为
5043,哟
5044,用
5045,由
5046,由此可见
5047,由于
5048,有
5049,有的
5050,有关
5051,有些
5052,又
5053,于
5054,于是
5055,于是乎
5056,与
5057,与此同时
5058,与否
5059,与其
5060,越是
5061,云云
5062,哉
5063,再说
5064,再者
5065,在
5066,在下
5067,咱
5068,咱们
5069,则
5070,怎
5071,怎么
5072,怎么办
5073,怎么样
5074,怎样
5075,咋
5076,照
5077,照着
5078,者
5079,这
5080,这边
5081,这儿
5082,这个
5083,这会儿
5084,这就是说
5085,这里
5086,这么
5087,这么点儿
5088,这么些
5089,这么样
5090,这时
5091,这些
5092,这样
5093,正如
5094,吱
5095,之
5096,之类
5097,之所以
5098,之一
5099,只是
5100,只限
5101,只要
5102,只有
5103,至
5104,至于
5105,诸位
5106,着
5107,着呢
5108,自
5109,自从
5110,自个儿
5111,自各儿
5112,自己
5113,自家
5114,自身
5115,综上所述
5116,总的来看
5117,总的来说
5118,总的说来
5119,总而言之
5120,总之
5121,纵
5122,纵令
5123,纵然
5124,纵使
5125,遵照
5126,作为
5127,兮
5128,呃
5129,呗
5130,咚
5131,咦
5132,喏
5133,啐
5134,喔唷
5135,嗬
5136,嗯
5137,嗳
5138,~
5139,!
5140,.
5141,:
5142,""""
5143,'
5144,(
5145,)
5146,*
5147,A
5148,白
5149,社会主义
5150,--
5151,..
5152,>>
5153, [
5154, ]
5155,
5156,<
5157,>
5158,/
5159,\
5160,|
5161,-
5162,_
5163,+
5164,=
5165,&
5166,^
5167,%
5168,#
5169,@
5170,`
5171,;
5172,$
5173,（
5174,）
5175,——
5176,—
5177,￥
5178,·
5179,...
5180,‘
5181,’
5182,〉
5183,〈
5184,…
5185,　
5186,0
5187,1
5188,2
5189,3
5190,4
5191,5
5192,6
5193,7
5194,8
5195,9
5196,０
5197,１
5198,２
5199,３
5200,４
5201,５
5202,６
5203,７
5204,８
5205,９
5206,二
5207,三
5208,四
5209,五
5210,六
5211,七
5212,八
5213,九
5214,零
5215,＞
5216,＜
5217,＠
5218,＃
5219,＄
5220,％
5221,︿
5222,＆
5223,＊
5224,＋
5225,～
5226,｜
5227,［
5228,］
5229,｛
5230,｝
5231,啊哈
5232,啊呀
5233,啊哟
5234,挨次
5235,挨个
5236,挨家挨户
5237,挨门挨户
5238,挨门逐户
5239,挨着
5240,按理
5241,按期
5242,按时
5243,按说
5244,暗地里
5245,暗中
5246,暗自
5247,昂然
5248,八成
5249,白白
5250,半
5251,梆
5252,保管
5253,保险
5254,饱
5255,背地里
5256,背靠背
5257,倍感
5258,倍加
5259,本人
5260,本身
5261,甭
5262,比起
5263,比如说
5264,比照
5265,毕竟
5266,必
5267,必定
5268,必将
5269,必须
5270,便
5271,别人
5272,并非
5273,并肩
5274,并没
5275,并没有
5276,并排
5277,并无
5278,勃然
5279,不
5280,不必
5281,不常
5282,不大
5283,不但...而且
5284,不得
5285,不得不
5286,不得了
5287,不得已
5288,不迭
5289,不定
5290,不对
5291,不妨
5292,不管怎样
5293,不会
5294,不仅...而且
5295,不仅仅
5296,不仅仅是
5297,不经意
5298,不可开交
5299,不可抗拒
5300,不力
5301,不了
5302,不料
5303,不满
5304,不免
5305,不能不
5306,不起
5307,不巧
5308,不然的话
5309,不日
5310,不少
5311,不胜
5312,不时
5313,不是
5314,不同
5315,不能
5316,不要
5317,不外
5318,不外乎
5319,不下
5320,不限
5321,不消
5322,不已
5323,不亦乐乎
5324,不由得
5325,不再
5326,不择手段
5327,不怎么
5328,不曾
5329,不知不觉
5330,不止
5331,不止一次
5332,不至于
5333,才
5334,才能
5335,策略地
5336,差不多
5337,差一点
5338,常
5339,常常
5340,常言道
5341,常言说
5342,常言说得好
5343,长此下去
5344,长话短说
5345,长期以来
5346,长线
5347,敞开儿
5348,彻夜
5349,陈年
5350,趁便
5351,趁机
5352,趁热
5353,趁势
5354,趁早
5355,成年
5356,成年累月
5357,成心
5358,乘机
5359,乘胜
5360,乘势
5361,乘隙
5362,乘虚
5363,诚然
5364,迟早
5365,充分
5366,充其极
5367,充其量
5368,抽冷子
5369,臭
5370,初
5371,出
5372,出来
5373,出去
5374,除此
5375,除此而外
5376,除此以外
5377,除开
5378,除去
5379,除却
5380,除外
5381,处处
5382,川流不息
5383,传
5384,传说
5385,传闻
5386,串行
5387,纯
5388,纯粹
5389,此后
5390,此中
5391,次第
5392,匆匆
5393,从不
5394,从此
5395,从此以后
5396,从古到今
5397,从古至今
5398,从今以后
5399,从宽
5400,从来
5401,从轻
5402,从速
5403,从头
5404,从未
5405,从无到有
5406,从小
5407,从新
5408,从严
5409,从优
5410,从早到晚
5411,从中
5412,从重
5413,凑巧
5414,粗
5415,存心
5416,达旦
5417,打从
5418,打开天窗说亮话
5419,大
5420,大不了
5421,大大
5422,大抵
5423,大都
5424,大多
5425,大凡
5426,大概
5427,大家
5428,大举
5429,大略
5430,大面儿上
5431,大事
5432,大体
5433,大体上
5434,大约
5435,大张旗鼓
5436,大致
5437,呆呆地
5438,带
5439,殆
5440,待到
5441,单
5442,单纯
5443,单单
5444,但愿
5445,弹指之间
5446,当场
5447,当儿
5448,当即
5449,当口儿
5450,当然
5451,当庭
5452,当头
5453,当下
5454,当真
5455,当中
5456,倒不如
5457,倒不如说
5458,倒是
5459,到处
5460,到底
5461,到了儿
5462,到目前为止
5463,到头
5464,到头来
5465,得起
5466,得天独厚
5467,的确
5468,等到
5469,叮当
5470,顶多
5471,定
5472,动不动
5473,动辄
5474,陡然
5475,都
5476,独
5477,独自
5478,断然
5479,顿时
5480,多次
5481,多多
5482,多多少少
5483,多多益善
5484,多亏
5485,多年来
5486,多年前
5487,而后
5488,而论
5489,而又
5490,尔等
5491,二话不说
5492,二话没说
5493,反倒
5494,反倒是
5495,反而
5496,反手
5497,反之亦然
5498,反之则
5499,方
5500,方才
5501,方能
5502,放量
5503,非常
5504,非得
5505,分期
5506,分期分批
5507,分头
5508,奋勇
5509,愤然
5510,风雨无阻
5511,逢
5512,弗
5513,甫
5514,嘎嘎
5515,该当
5516,概
5517,赶快
5518,赶早不赶晚
5519,敢
5520,敢情
5521,敢于
5522,刚
5523,刚才
5524,刚好
5525,刚巧
5526,高低
5527,格外
5528,隔日
5529,隔夜
5530,个人
5531,各式
5532,更
5533,更加
5534,更进一步
5535,更为
5536,公然
5537,共
5538,共总
5539,够瞧的
5540,姑且
5541,古来
5542,故而
5543,故意
5544,固
5545,怪
5546,怪不得
5547,惯常
5548,光
5549,光是
5550,归根到底
5551,归根结底
5552,过于
5553,毫不
5554,毫无
5555,毫无保留地
5556,毫无例外
5557,好在
5558,何必
5559,何尝
5560,何妨
5561,何苦
5562,何乐而不为
5563,何须
5564,何止
5565,很
5566,很多
5567,很少
5568,轰然
5569,后来
5570,呼啦
5571,忽地
5572,忽然
5573,互
5574,互相
5575,哗啦
5576,话说
5577,还
5578,恍然
5579,会
5580,豁然
5581,活
5582,伙同
5583,或多或少
5584,或许
5585,基本
5586,基本上
5587,基于
5588,极
5589,极大
5590,极度
5591,极端
5592,极力
5593,极其
5594,极为
5595,急匆匆
5596,即将
5597,即刻
5598,即是说
5599,几度
5600,几番
5601,几乎
5602,几经
5603,既...又
5604,继之
5605,加上
5606,加以
5607,间或
5608,简而言之
5609,简言之
5610,简直
5611,见
5612,将才
5613,将近
5614,将要
5615,交口
5616,较比
5617,较为
5618,接连不断
5619,接下来
5620,皆可
5621,截然
5622,截至
5623,藉以
5624,借此
5625,借以
5626,届时
5627,仅
5628,仅仅
5629,谨
5630,进来
5631,进去
5632,近
5633,近几年来
5634,近来
5635,近年来
5636,尽管如此
5637,尽可能
5638,尽快
5639,尽量
5640,尽然
5641,尽如人意
5642,尽心竭力
5643,尽心尽力
5644,尽早
5645,精光
5646,经常
5647,竟
5648,竟然
5649,究竟
5650,就此
5651,就地
5652,就算
5653,居然
5654,局外
5655,举凡
5656,据称
5657,据此
5658,据实
5659,据说
5660,据我所知
5661,据悉
5662,具体来说
5663,决不
5664,决非
5665,绝
5666,绝不
5667,绝顶
5668,绝对
5669,绝非
5670,均
5671,喀
5672,看
5673,看来
5674,看起来
5675,看上去
5676,看样子
5677,可好
5678,可能
5679,恐怕
5680,快
5681,快要
5682,来不及
5683,来得及
5684,来讲
5685,来看
5686,拦腰
5687,牢牢
5688,老
5689,老大
5690,老老实实
5691,老是
5692,累次
5693,累年
5694,理当
5695,理该
5696,理应
5697,历
5698,立
5699,立地
5700,立刻
5701,立马
5702,立时
5703,联袂
5704,连连
5705,连日
5706,连日来
5707,连声
5708,连袂
5709,临到
5710,另方面
5711,另行
5712,另一个
5713,路经
5714,屡
5715,屡次
5716,屡次三番
5717,屡屡
5718,缕缕
5719,率尔
5720,率然
5721,略
5722,略加
5723,略微
5724,略为
5725,论说
5726,马上
5727,蛮
5728,满
5729,没
5730,没有
5731,每逢
5732,每每
5733,每时每刻
5734,猛然
5735,猛然间
5736,莫
5737,莫不
5738,莫非
5739,莫如
5740,默默地
5741,默然
5742,呐
5743,那末
5744,奈
5745,难道
5746,难得
5747,难怪
5748,难说
5749,内
5750,年复一年
5751,凝神
5752,偶而
5753,偶尔
5754,怕
5755,砰
5756,碰巧
5757,譬如
5758,偏偏
5759,乒
5760,平素
5761,颇
5762,迫于
5763,扑通
5764,其后
5765,其实
5766,奇
5767,齐
5768,起初
5769,起来
5770,起首
5771,起头
5772,起先
5773,岂
5774,岂非
5775,岂止
5776,迄
5777,恰逢
5778,恰好
5779,恰恰
5780,恰巧
5781,恰如
5782,恰似
5783,千
5784,千万
5785,千万千万
5786,切
5787,切不可
5788,切莫
5789,切切
5790,切勿
5791,窃
5792,亲口
5793,亲身
5794,亲手
5795,亲眼
5796,亲自
5797,顷
5798,顷刻
5799,顷刻间
5800,顷刻之间
5801,请勿
5802,穷年累月
5803,取道
5804,去
5805,权时
5806,全都
5807,全力
5808,全年
5809,全然
5810,全身心
5811,然
5812,人人
5813,仍
5814,仍旧
5815,仍然
5816,日复一日
5817,日见
5818,日渐
5819,日益
5820,日臻
5821,如常
5822,如此等等
5823,如次
5824,如今
5825,如期
5826,如前所述
5827,如上
5828,如下
5829,汝
5830,三番两次
5831,三番五次
5832,三天两头
5833,瑟瑟
5834,沙沙
5835,上
5836,上来
5837,上去
5838,买
5839,挺
5840,完
5841,公司
5842,请问
5844,来电
5845,反应
5846,居民
5847,单位
5848,核实
